code,Schooling_profile,First_Name,Surname,Gender,Age,Civil_Status,degree,Skill_experience,performance,Language,Religious_affiliation,Interest_Hobbies,Network,school1
142,Covenant University,Opeyemi,William,male,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
143,University of Ibadan,Auta,Benedict,female,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
144,"Belington College after a three-year degree program in Worcester, UK",Yalwa,Benedict,female,20-25,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,1
145,"University of Nigeria, Nsukka",Amadi,William,male,31-40,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
146,"Willfield College after a four-year program in Chichester, USA",Amadi,George,female,31-40,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,1
147,"University of Nigeria, Nsukka",Olisa,George,male,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
148,"University of Nigeria, Nsukka",Auta,George,male,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
149,Covenant University,Kaka,Edward,male,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
150,"Ahmadu Bello University, Zaira",Opeyemi,Sawaba,female,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
151,University of Ibadan,Olisa,George,male,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
152,"University of Nigeria, Nsukka",Opeyemi,William,male,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
153,University of Ibadan,Opeyemi,William,female,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
154,University of Ibadan,Yalwa,Benedict,male,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
155,"Ahmadu Bello University, Zaira",Opeyemi,Edward,male,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
156,"University of Nigeria, Nsukka",Yalwa,Edward,male,26-30,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
157,"Belington College after a three-year degree program in Worcester, UK",Opeyemi,Benedict,female,26-30,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,1
158,"University of Nigeria, Nsukka",Auta,Sawaba,female,26-30,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
159,Covenant University,Kaka,George,female,31-40,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
160,"Willfield College after a four-year program in Chichester, USA",Auta,Sawaba,male,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,1
161,"Willfield College after a four-year program in Chichester, USA",Kaka,Sawaba,female,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,1
162,"Willfield College after a four-year program in Chichester, USA",Amadi,Sawaba,male,26-30,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,1
163,University of Ibadan,Opeyemi,Benedict,male,31-40,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,0
164,"Willfield College after a four-year program in Chichester, USA",Kaka,Benedict,female,20-25,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends alone,playing football,member of,1
